user_id,session_id,timestamp_start,duration,num_actions,uniq_resources,num_file_open,num_file_delete,external_drive_use,night_activity,weekend_activity,web_connections_count,sensitive_keywords_detected,email_external_count,auth_failed_count,new_ip_login,actions_seq,entropy_of_activity_timeline,risk_level
user_36,b2a5c4c3-09fa-43ff-a6d5-3411c8fea6ba,2025-01-01 06:25:00,7.94,46,8,10,6,0,0,0,12,2,3,1,0,open open upload upload upload download write download close close read email read upload email open upload write write close close email download read email read read email read read download open email upload download write read email email upload read download upload email download email,2.7105,2
user_73,b920e264-8247-4ae1-b5da-d48c7f775b14,2025-01-01 00:59:00,10.04,7,5,1,3,0,0,0,12,1,0,0,0,read write upload close download open read,2.5216,2
user_122,1627e60c-0f4a-4af0-be40-f27ca04d6bd9,2025-01-01 09:32:00,8.68,23,13,8,3,0,0,0,3,2,1,1,0,email write write download upload read close close read write close open close open download download email download read read email write read,2.6816,2
user_2,7e4c58b0-149b-4d58-a355-c48d59ca0bf0,2025-01-01 18:20:00,16.05,29,5,9,2,1,0,0,0,1,1,0,1,write write write upload write upload email read email open read open open email open close upload download upload close close write read write upload write open email email,2.6514,2
user_110,4f9790c1-963f-40d6-8bc4-46c956050d9f,2025-01-01 16:13:00,22.24,39,4,9,4,0,0,0,9,2,0,1,0,close email write close email open write close write read write download close close open download upload read open download download upload email email close upload close close email write open open open close open email download close close,2.6395,2
user_131,f6718ce6-0eb1-4581-a3a4-62f05218bd67,2025-01-01 05:26:00,6.53,18,6,3,5,0,0,0,7,2,1,0,0,read close read open close email read open read email open open email write email read email close,2.1714,2
user_146,e44d53ad-e0f6-4c77-8577-ec4ddd9f76d3,2025-01-01 10:54:00,9.47,12,8,5,3,1,0,0,14,1,1,1,0,upload close write read read write read write email upload upload upload,2.1258,2
user_44,430073af-da79-4f84-922d-034334f240da,2025-01-01 05:00:00,18.07,33,8,14,3,0,0,0,3,3,3,0,0,open close read read email email open open close email download read read read close open email close upload close email close write download read close close upload open read upload email download,2.6116,2
user_129,cbb86ba9-74ca-42e0-a963-11f7ee98a26c,2025-01-01 19:11:00,16.39,37,8,16,2,0,0,0,10,1,2,1,0,email upload read read open download email download download download email close upload open download download open download open open email close close email download upload close read close read write download close close email upload read,2.6443,2
user_115,8fae1051-ca26-429b-a062-deddd93d031f,2025-01-01 07:25:00,12.43,23,6,7,9,0,0,0,10,1,1,1,0,write write close download open write email email open open read download open email email upload close close upload email read write open,2.6986,2
user_138,269781ea-ee45-4ad7-87dc-426579f0334f,2025-01-01 14:06:00,7.75,28,2,8,7,1,0,0,13,4,2,0,0,close upload open close open read read write write read upload read open email read close read download write download download download close email close open write open,2.7099,2
user_30,54785630-9318-410e-b784-970318e071a9,2025-01-01 14:00:00,16.22,26,5,7,4,0,0,0,9,2,2,1,1,download upload write upload close download read open download upload download upload email open write upload read read email open read close open email read write,2.7493,2
user_33,79bf2c47-fece-4bd3-8c67-67a5cb964b5f,2025-01-01 23:02:00,16.12,38,8,17,4,1,0,0,2,2,1,0,0,email open download open open close close download open open read write upload open close download read email close download write read email open read write read open email upload download email download close close upload upload write,2.768,2
user_81,22bffdf5-1526-41a2-98ea-67f8d4156060,2025-01-01 04:36:00,15.4,28,4,8,4,0,0,0,9,1,3,1,1,read upload email upload upload download download download write read upload write download close download write email upload open open read upload email read open close write download,2.717,2
user_6,1d1354a7-13a5-4dc2-94f8-6efe9638ef82,2025-01-01 13:02:00,13.72,44,6,21,4,0,0,0,2,3,2,1,0,upload close close upload email close download write download upload email close download download read close email email open upload download write download write email write download read write email download close close close open download download email read email open email email download,2.6323,2
user_133,f9895e2c-4846-4821-88a5-76b2730d2081,2025-01-01 16:51:00,8.79,33,4,9,2,0,0,0,5,1,0,0,0,email read open open write write read open write read open email upload close upload write write write write write read close download write email close upload email close open close upload open,2.6308,2
user_23,11b0c613-4d0a-408d-a0dd-1772f2f9999a,2025-01-01 22:51:00,26.18,34,6,11,2,1,0,0,16,4,2,1,1,email email email upload write email open upload download email download upload read download read read open close open close email close read write write download write close close download read read read read,2.7275,2
user_123,20575050-f02d-41ba-b207-68b62b807d25,2025-01-01 21:54:00,18.26,18,8,4,5,0,0,0,0,2,3,0,1,read read close open write write open write email email upload open write close upload open email upload,2.5305,2
user_72,14e475cc-245a-443c-a2e9-b21a610ed898,2025-01-01 09:14:00,16.69,29,5,11,7,0,0,0,18,1,1,1,1,email read read close email email download download open email read email upload download email upload upload close write write email download email email open upload close open upload,2.6372,2
user_121,7d04d369-5adf-4418-b6e4-f64d21af13bf,2025-01-01 10:43:00,14.23,39,3,10,2,0,0,0,15,2,3,0,0,open read read email close download email close read upload email download download write email close download close upload open open download write read upload download close open email open email download upload upload write email open close upload,2.7575,2
user_118,9e62b5c1-8e25-4dbb-b285-048efb733f99,2025-01-01 04:52:00,5.17,51,4,11,4,1,0,0,21,4,4,1,0,write close email download upload download open open open write upload email open email read download write close email download write upload close open download upload open upload write email upload download close close read download upload download download close email write email download upload email email upload email upload read,2.7128,2
user_37,29b3b07b-37e5-4e24-a7f5-7768b4c6bb75,2025-01-01 12:07:00,11.35,42,10,18,3,0,0,0,8,2,2,1,0,read open download close email email write upload write download email open write open write upload download download download close close upload email open open close download read open close write email upload email open open close email download email download email,2.6864,2
user_96,39e7e8ff-48a6-42ff-984f-1bf26e6de3dd,2025-01-01 08:01:00,12.8,21,8,6,3,0,0,0,4,1,4,0,0,write email download write download close close close email email open download write read read upload read close open read read,2.684,2
user_107,36abbacb-ce6d-40ee-9476-b221e0452370,2025-01-01 14:50:00,16.46,25,4,8,1,0,0,0,11,1,2,1,0,email open write read download upload close read upload write email write open email open upload download close email close email download email email write,2.697,2
user_12,0d9c38dd-c83c-491e-b74d-4ecd4968bc48,2025-01-01 12:27:00,7.85,28,4,12,5,0,0,0,11,2,1,0,0,open open open write upload upload upload write read write open upload write read close read close read download upload download open download close upload open close upload,2.5246,2
user_11,6ada0de8-73e8-480c-a1bb-9c9ecd528b50,2025-01-01 15:42:00,12.83,34,9,13,9,0,0,0,11,4,1,1,1,close close open email upload close close upload upload close download email email open download download email close email close download close open close email upload upload read read read read close upload download,2.4815,2
user_85,0f115284-5c55-42fb-9567-a4a017c52610,2025-01-01 06:25:00,13.82,23,6,8,6,0,0,0,12,2,1,1,1,upload read download open upload download close download write open download write close download download open open email read read close upload download,2.6142,2
user_118,c1160a38-7322-47ee-a892-8357f5be4cf9,2025-01-01 10:39:00,9.17,37,10,15,5,0,0,0,11,1,2,1,0,upload download open close read upload upload open email close upload open upload email open download read read email write close close download write close upload close read read open open read upload open read read open,2.6508,2
user_56,b3236974-4472-42cc-8829-f98bcd383f09,2025-01-01 23:02:00,15.35,35,5,16,1,0,0,0,12,2,2,0,0,open close email upload read write open upload upload close read upload write open download open read write close download write write open email open read write download read download download read write read download,2.6985,2
user_132,cfe3af4e-6a65-4d9d-9f7f-5781a88d805e,2025-01-01 05:43:00,16.49,25,11,7,5,1,0,0,13,2,1,1,0,open open download read upload read upload close download email open download read upload close download download close open write open open close write write,2.6685,2
user_148,572b22e4-b2d9-4cc4-b5cb-81bd362fc019,2025-01-01 04:22:00,18.26,31,8,7,5,0,0,0,11,2,3,1,0,close close download download read read write open email download write read read read upload download download email download open upload close open download download download read email email upload read,2.6172,2
user_105,2c2b6568-f66f-4697-a9a7-ae26992c341e,2025-01-01 00:34:00,10.68,30,5,7,2,1,0,0,12,3,0,1,1,open upload download read email write write close email close download download read email upload write read download open email upload close download email close close read email email open,2.7357,2
user_83,352dae31-176c-4f7b-b2b7-809426b4b3c1,2025-01-01 22:07:00,14.62,36,12,14,5,0,0,0,5,0,1,0,0,open write upload open download upload email write read download upload write close close open close upload write close open write read email read read read write open open upload upload email close download download email,2.788,2
user_112,c87ff2e7-b83c-43a1-ad9f-91d62881d279,2025-01-01 05:36:00,21.35,24,9,8,7,1,0,0,13,1,3,2,1,close close open open download open read open email open read email read download upload download download email close open upload write write upload,2.7296,2
user_147,ea284349-f5db-4912-a614-c6b816320846,2025-01-01 05:23:00,24.55,12,4,3,2,0,0,0,2,2,1,1,0,email email write read email download email email read close upload upload,2.2842,2
user_73,a7baaeb9-99f0-4c03-882b-36e1ac3519c2,2025-01-01 07:12:00,8.29,30,8,8,4,1,0,0,10,2,1,0,0,read open email open close open close upload close write write read write download write download read email upload write read open email write close write email close download upload,2.7479,2
user_20,60b6ec2a-fc0d-44f6-adee-0a91f5ae26c6,2025-01-01 04:28:00,10.47,39,8,8,8,0,0,0,10,3,2,1,1,read read write upload upload read email read upload email email upload open open download download close email upload close open download open write email close open read upload open open download open email upload upload open close write,2.711,2
user_24,1aa97bee-4b47-451b-953c-c6cb4104176b,2025-01-01 03:03:00,15.71,22,5,8,8,0,0,0,8,3,1,1,0,read read upload read download download write read email download read download upload download close read read upload open write write read,2.4085,2
user_115,dec2ab36-080b-48af-9e2f-c2303a953289,2025-01-01 01:06:00,22.28,22,10,4,6,1,0,0,6,3,3,1,0,read read upload download email open email write write open write upload read upload open download download close read open upload email,2.7201,2
user_125,907f388d-a48d-4d96-8b8f-08188ebd51e9,2025-01-01 13:22:00,11.82,17,5,7,4,0,0,0,9,2,1,0,0,write upload open open read open upload read upload write upload upload read close close upload download,2.3804,2
user_145,2715476e-3bb5-4ff2-a1b7-a73ddfeadf0c,2025-01-01 12:54:00,9.81,39,7,13,8,1,0,0,9,4,4,2,1,download upload download upload email open email upload email open open close upload write download download read upload email close open open close write close read open write download email open read download email upload close open download download,2.7177,2
user_91,ae64d75d-106e-4b97-bc6f-3f9a70220fe1,2025-01-01 18:29:00,13.36,25,12,8,8,1,0,0,5,3,1,0,1,email email upload close download close email open upload close read email upload upload write email open read read upload email write open download download,2.7183,2
user_19,5f0d5c81-a477-4f0f-8cab-39047c11efa7,2025-01-01 04:47:00,23.47,36,6,9,6,0,0,0,9,1,0,0,0,open open download write open read read open close open email read email read download close email write write open email close read open upload write upload upload email close upload upload open download download close,2.7689,2
user_16,ff057d2f-7ac7-4248-8f26-7ed658dea7c5,2025-01-01 06:47:00,20.89,36,12,11,6,0,0,0,21,2,2,1,1,email upload read read open write write email write write download write open download download write open upload email read write download open open close upload download open write open close download open open write close,2.6258,2
user_149,eddd1f1c-16d6-418f-b293-a852fef4b82d,2025-01-01 05:39:00,10.47,36,10,11,3,1,0,0,9,3,4,1,1,write upload close download close upload download close upload read read upload open read email email open read download email close write upload close upload read open email email upload write upload close close download close,2.7052,2
user_12,e5957817-1bb3-4daf-96c8-778a80e1d3b9,2025-01-01 15:58:00,20.76,30,6,10,4,0,0,0,9,2,1,0,0,read close write close write close upload write upload email download download download close close download read close open write write email read email open download upload email email close,2.7072,2
user_13,deb85a09-0808-473a-bf9e-9532fb5c0b92,2025-01-01 07:00:00,19.27,32,6,9,5,0,0,0,7,1,1,1,0,close email read read open write download write close write write read close close upload upload write download open email open write download open read download read email read write read upload,2.7246,2
user_22,b77e390a-7db2-4872-b8f7-13e54663ab8a,2025-01-01 22:14:00,14.88,54,6,13,7,1,0,0,11,3,3,0,0,upload email read download open email download close email read upload email write download write open upload upload open read open download close email close email read open email read close open download write upload email download read close write email open email upload download write upload write read email email email read email,2.7294,2
user_116,66a20776-17d2-4dee-a287-905dba9fdcf9,2025-01-01 12:41:00,22.87,29,6,12,4,1,0,0,4,1,2,1,1,close open download write download write download close open close upload email close open close upload write read email close download write close email write read open write download,2.6674,2
user_17,1ca16a80-2eac-4284-a659-26747fd16032,2025-01-01 09:39:00,16.8,45,7,15,8,1,0,0,20,1,2,2,0,email upload download read upload download close write email write download upload email write write email write write email upload write open write download upload download download download upload close write write download write read email upload open write download email email email open open,2.5645,2
user_81,1bf75323-8cfb-4ad8-a60f-b822cde5e518,2025-01-01 08:18:00,10.1,31,2,9,7,0,0,0,10,3,0,1,0,write read download download open read upload write upload close close open write email upload close read email read open download close upload upload email write close upload open open email,2.7773,2
user_85,33184c8f-58b0-40af-9c48-47763361baec,2025-01-01 01:05:00,12.14,20,3,8,3,0,0,0,7,3,1,0,0,upload close read upload email close email email upload email close download close download email write email email open download,2.4639,2
user_127,5eaeba97-a707-425f-b7d9-fe17cb2ff6e2,2025-01-01 14:08:00,15.95,25,3,9,5,0,0,0,16,3,4,1,1,read upload email email upload email read email write upload upload close download upload email upload upload email email download download close upload close write,2.3574,2
user_18,685f4f77-9a15-4e14-8d6f-505e8de900cf,2025-01-01 05:05:00,22.28,12,6,2,7,0,0,0,8,0,1,1,0,open upload read email close read upload close write open read write,2.5221,2
user_83,1ef80d79-feab-46ef-a2a6-9958ebe341df,2025-01-01 19:50:00,16.69,41,1,19,3,1,0,0,13,3,0,0,1,close close write close open download write download download email open read email open open read close write download read email email read email write email download email email write close open email read upload close open close upload write download,2.7156,2
user_88,c955b617-8a94-4bde-9a09-84531bf6bc10,2025-01-01 14:50:00,16.44,17,5,5,3,0,0,0,11,0,2,1,0,email open open read upload download write write open open upload download close email read close download,2.7489,2
user_70,d1dae214-2178-46f7-882c-020a183189ee,2025-01-01 09:13:00,3.45,5,5,2,3,0,0,0,8,1,1,1,0,email email download open email,1.371,2
user_33,fa72f25d-6ae7-4214-bc98-4e3916ed2c9c,2025-01-01 19:35:00,18.52,33,3,13,2,0,0,0,11,2,3,0,0,upload download download download open close upload email download upload download read upload read read write email write email close email upload write upload read open email upload download download write open upload,2.6803,2
user_145,3366046b-4e5a-4dfe-bc4d-39e9c6b6588d,2025-01-01 19:08:00,15.04,34,1,13,8,0,0,0,9,3,0,1,0,download write open open download open email read email upload upload open download email read download email email write upload read upload write open read read read close upload upload email write close close,2.7671,2
user_75,924940b6-d1db-455a-a8c3-edc746681ff4,2025-01-01 15:39:00,15.88,41,9,12,5,0,0,0,14,2,2,1,0,upload upload download upload email write open upload open close upload close download download write read write email upload read write upload email download read email email close email open read email upload read open email open upload email write read,2.7102,2
user_30,0126f78f-13da-4e0f-8b11-e5f0604127ef,2025-01-01 17:34:00,11.09,42,8,14,2,0,0,0,24,2,1,0,0,upload write download write download read download write open download write write open write open open open read read download open close close write upload download read close download write email download download upload open open email read download open close email,2.6574,2
user_90,ef0e91a8-bcc0-4305-be6e-d88a6a265701,2025-01-01 15:37:00,14.62,31,1,8,6,1,0,0,10,4,2,1,1,close write open upload upload close write close close write write email write close write upload download download read download open open close write read open upload upload read open write,2.6239,2
user_135,93a930af-e808-4677-abf6-8b915be1dd4a,2025-01-01 03:31:00,13.78,38,7,17,5,0,0,0,10,1,0,0,1,upload email upload close open close open upload download read upload email open close download upload read read email write email write email open open open email email download read upload open read close upload close read open,2.6906,2
user_89,2061674c-3e41-48fe-a7ef-1702240c23f7,2025-01-01 19:57:00,14.57,31,4,12,7,0,0,0,15,3,2,1,0,close open upload open upload download open download write email read write read close write download upload write open open write open read open email close write write read close write,2.6587,2
user_99,725d9a83-326b-4b34-b7cb-41c52dfad788,2025-01-01 21:42:00,17.09,43,2,19,6,1,0,0,20,2,1,0,0,open upload write close read open download open read close close close open download open download close download email upload download upload write read download upload upload upload email write open write write close download upload open open read write open download email,2.7296,2
user_29,9e4640ad-7ece-4acc-b5fa-a078e96abfe3,2025-01-01 18:13:00,14.99,18,5,8,2,0,0,0,4,3,3,0,0,download close email read download close read upload write upload write download email read read download open download,2.6361,2
user_116,66adeddc-078d-4da8-9b67-636c9bd6483e,2025-01-01 06:30:00,20.34,21,4,9,3,0,0,0,3,1,3,1,0,email open write upload read open download email read read write upload read upload download download download upload email email download,2.5061,2
user_119,980baa9c-d178-4327-a393-30cee4debc7e,2025-01-01 02:07:00,19.38,39,5,19,4,0,0,0,6,2,3,1,0,read read close close upload download upload download open email upload close close read write upload write write email read email upload email email download open read upload download read email open upload close upload upload close download write,2.7361,2
user_15,386160ff-7e87-44f8-b3b3-e94943ca0a24,2025-01-01 18:27:00,23.63,40,6,8,3,0,0,0,17,2,0,0,0,open close download close close upload email write email download open upload upload close email read read download close upload write close open write write read read open email close read download download download email close open write download email,2.7722,2
user_28,837b34a0-9d5a-45fc-a5d9-20226ca43dc2,2025-01-01 05:45:00,17.06,17,2,6,4,0,0,0,16,2,0,0,0,write read write write upload email read upload close open open email download write email open open,2.6313,2
user_108,45a9c25f-6145-4a10-b706-49b2162a2919,2025-01-01 14:15:00,13.09,21,6,10,2,0,0,0,11,1,0,0,0,upload open read write open open upload upload write download upload download open upload open download read download open email download,2.3576,2
user_21,af3be1c5-0090-4204-a275-3ff020235f0d,2025-01-01 13:23:00,22.66,32,2,15,6,0,0,0,2,0,3,0,0,email open open open write read upload download upload write download email read email read upload close upload write write write upload upload download read open open open open close open read,2.68,2
user_133,25f70906-b214-4a97-adab-bdd4e9899c12,2025-01-01 13:10:00,20.99,14,9,4,4,1,0,0,12,0,2,1,0,open read download open upload email upload close open read open open write read,2.4956,2
user_125,0cd7ab7e-0273-435d-8a06-56e606bfd55e,2025-01-01 07:33:00,10.0,34,4,13,2,0,0,0,7,1,2,1,1,email open open close close write email upload email write upload read close email open upload upload read close open open open close close upload open email write write upload close write download email,2.6189,2
user_24,a622958b-f911-4b70-9cb9-462ed91caade,2025-01-01 23:18:00,14.74,43,1,11,4,0,0,0,15,3,4,1,1,open write upload close write upload open open write write email download download upload write download read email close upload close upload download email download read write upload download email close upload email close close upload read read write close write read write,2.7364,2
user_50,cf4319eb-af22-4005-9b83-5aa508ed0e24,2025-01-01 08:47:00,14.11,37,1,7,5,0,0,0,6,0,1,1,0,write email upload upload open read download open open open email write download close close open close close write upload open open close read open open email email write upload open upload download open close read read,2.6709,2
user_129,03b550ba-6ada-48a1-9f51-535cb960e734,2025-01-01 06:26:00,17.74,26,2,6,2,1,0,0,10,1,3,1,1,write email open close upload open download close write upload email email download email write email read write email write write write close download email write,2.5019,2
user_15,26809a99-8c74-4cef-8808-7282c9bf4f14,2025-01-01 18:49:00,17.93,16,8,3,4,0,0,0,14,1,3,1,0,upload upload email close read write upload read close upload download read read upload email upload,2.2806,2
user_74,d981f1bd-ad14-4d97-a0eb-047b2a6d1647,2025-01-01 04:53:00,15.21,39,8,8,4,0,0,0,16,1,3,0,1,upload write download email close read read read email email email upload email email upload close write read close read email upload write download read download close upload open upload read write email close upload download close open email,2.6869,2
user_61,4067c0ca-66ac-4f4f-ab28-ce4bbc5d4699,2025-01-01 15:22:00,23.34,30,4,13,2,0,0,0,10,4,2,2,0,email email read read write download open close download upload upload email read write open close download open open close write close read write email download read email download read,2.7493,2
user_34,3848c842-327c-4b96-b765-f216af1511a2,2025-01-01 06:21:00,9.21,36,6,11,5,0,0,0,12,2,4,0,0,download close write email upload download close upload upload open read close download email write write email email download download download write upload open upload write open email close close write email open upload open open,2.6933,2
user_29,8ea18420-b74e-4a30-945b-cbed233f4f64,2025-01-01 01:17:00,28.31,29,6,13,2,0,0,0,0,2,0,0,0,write email write open read email close read write close upload read write open write write read read open upload upload write open close write download email email close,2.6385,2
user_111,de3946db-7f09-4a98-8d0a-0b27648d7440,2025-01-01 06:09:00,21.22,37,11,17,2,0,0,0,9,2,1,0,0,email close email upload download email write upload email email read open close write read open read upload write download download write write close email upload close close read upload open read open write download upload upload,2.78,2
user_119,660150c4-c3a8-410a-aa05-927dc00d0d44,2025-01-01 15:28:00,20.49,35,6,8,5,1,0,0,0,1,1,0,0,write email download open email write download close open upload upload open write read write open read write open read read open write write write close upload read write read open close download open write,2.5866,2
user_94,5edcaa68-3054-49d7-89ff-efc8f8d068b3,2025-01-01 19:36:00,17.78,24,3,9,6,0,0,0,7,0,0,1,0,read close write email read download close write write read read close download upload read email read write write open upload write write upload,2.557,2
user_4,32afea45-5520-4b3b-9e61-f5f9bb0036f3,2025-01-01 21:17:00,13.1,10,6,3,2,0,0,0,13,4,4,2,0,read close upload email upload download open close upload upload,2.3219,2
user_131,91f1ba66-07c6-4b33-b8c3-ed0fbbbac551,2025-01-01 04:01:00,22.7,48,1,15,5,0,0,0,16,3,1,2,0,read write read upload close email email upload read upload upload read open read close open open read read download upload write upload email upload open upload read download upload email write download read email email read open read open download open download open upload upload open read,2.5959,2
user_147,e239f55b-aa8b-4587-a2b0-12c0f83bc03d,2025-01-01 16:53:00,9.42,31,7,13,5,1,0,0,21,2,0,1,0,write email email upload close read read open close email open read write write write read open close upload email open open upload email upload read download close download open close,2.7497,2
user_81,fe4d0950-33ef-44c2-bd04-3b80edb891bf,2025-01-01 16:28:00,15.48,24,6,7,5,0,0,0,4,3,1,1,0,open download close download close write close close email open read read upload download download close open upload open close write read upload close,2.6199,2
user_113,2488c0bb-fad7-45bf-a771-cb294e9751fe,2025-01-01 08:28:00,13.24,10,4,4,5,0,0,0,15,1,2,0,0,read upload download open open close email email read close,2.5219,2
user_95,c59c4c0c-68fd-407b-9989-25fcaf8af942,2025-01-01 21:54:00,15.49,26,6,10,7,0,0,0,16,4,1,1,0,close write write download read close upload write open close email upload close open open close read upload email email write email read write read read,2.6874,2
user_103,eb3b7e72-1d13-49fa-bbba-3df0a579aab7,2025-01-01 13:38:00,16.89,52,3,25,2,0,0,0,13,1,3,0,0,email download upload write close read upload download read download open email email open close read read open email close email email close write close download read open close download read read write write read open download email download read email open download download open close close read close write email close,2.6859,2
user_141,2beb2195-f0db-463b-a745-b689cfa14a5d,2025-01-01 12:19:00,13.09,33,1,14,2,0,0,0,13,3,0,0,0,open close download read upload read upload close download download read close write download close download download upload open download upload upload close close write read email close upload open read upload email,2.6408,2
user_22,4ccbefeb-e567-49ea-b499-b2e3db0e95d3,2025-01-01 14:04:00,15.54,37,5,18,3,0,0,0,10,1,1,1,0,download email open download close download email download download read close upload upload upload read write write email upload email download upload read open upload close close read email read open open open email open close read,2.7457,2
user_143,72e251e5-3b37-4b14-a12e-ce05e9477029,2025-01-01 01:31:00,22.34,24,4,8,3,0,0,0,15,2,0,0,0,email download download upload close download download email open upload read open upload open download open upload write open download close read download open,2.5366,2
user_69,74bf1c48-6322-47d8-8579-34726e25b50c,2025-01-01 01:55:00,9.05,33,5,7,5,0,0,0,12,1,3,1,0,upload close upload read download write upload download upload upload write open open download download upload open read read download upload read close read upload download close read write write read email open,2.6227,2
user_99,4e4d83d6-ea49-4206-8576-3d3189368d28,2025-01-01 09:56:00,15.76,41,3,14,6,0,0,0,6,1,2,0,1,write download write close write read open download download close read read download upload email upload close email download open download write upload write download close write download close read read write email download email download download download close open close,2.6395,2
user_141,f00e09cf-1930-4b7c-96d7-354eca059079,2025-01-01 03:37:00,16.36,45,14,21,8,1,0,0,0,3,3,0,1,email upload write download upload download download write upload open open email open read download close email open close upload close open open write open email download email upload open download open close close open read close download close download open close download email open,2.6158,2
user_2,8a344d19-c211-400f-af6f-d8a7267748f8,2025-01-01 05:20:00,11.34,25,4,8,6,0,0,0,6,1,3,1,0,upload open upload read write read close read close open download close open write open close download email download read open open upload close write,2.6685,2
user_8,08c845ea-6675-4cae-aa7c-c995e3545ca8,2025-01-01 19:46:00,15.28,31,6,10,5,0,0,0,9,1,2,0,0,read write upload upload close read read upload upload close read close read email close email upload email download download email email email open close read write close email close close,2.5422,2
user_24,bb3446ea-dd9b-4de1-8fc6-9cde72021d4e,2025-01-01 23:52:00,18.09,28,2,11,5,1,0,0,10,3,0,2,1,write email read read close open open read write read email upload download read close open download download read email upload open open upload close open close upload,2.717,2
user_86,d41b4010-0785-4416-a34b-3b45ffa58f8f,2025-01-01 22:48:00,17.15,38,3,17,1,0,0,0,10,3,2,1,0,download download read close open upload email open close close download close read upload close write email read upload read open upload email read open close email upload open download write download download download close upload open download,2.7142,2
user_100,642ea0df-3e8a-46a5-8784-5d0b40ed68be,2025-01-01 14:35:00,22.08,26,5,9,6,0,0,0,0,2,3,1,1,upload write write read close open close download email read open read close email email upload open open upload email write open email upload upload close,2.6874,2
user_123,c1b5ee4c-f79a-4d64-9b3e-83041656662a,2025-01-01 03:06:00,16.08,35,8,16,5,0,0,0,15,0,2,0,0,download email read close open upload email read download upload open email read open download download email upload download close close upload close upload email write upload write upload download upload open read email open,2.7113,2
user_71,4f31cec4-93d9-4b61-b88c-3807718dc55f,2025-01-01 19:49:00,18.01,36,6,17,2,0,0,0,6,3,2,0,0,read write upload read email upload email email download read open open close close open read download email open read open close write upload email write read close read email upload email close write write email,2.7121,2
user_129,f64d6833-56af-4875-be15-b32ba8aef5d4,2025-01-01 16:39:00,11.95,35,10,10,6,0,0,0,11,1,3,0,0,email write close email write download download email write read email email read close close close write write download read close download upload close write email open close download email download email write upload open,2.6274,2
user_150,8b0de54c-7497-4056-a834-07a7d905c359,2025-01-01 13:39:00,11.0,38,1,13,5,0,0,0,23,1,1,0,1,upload open read read upload write email download close open download read upload upload download open open email email close download write download download read read read close download read read close close upload upload close download read,2.661,2
user_34,e96aa990-233e-454d-a818-c40581a35eb2,2025-01-01 10:54:00,14.25,27,3,6,6,0,0,0,10,2,2,1,0,write open upload close write download close open open upload read write read close read upload write upload download upload download open download upload email upload write,2.6523,2
user_48,7233f0b3-4548-4fb1-b8e8-b8064b86c05a,2025-01-01 06:20:00,12.31,41,2,10,4,0,0,0,17,3,2,1,0,email open close email open read read download email download download open write open email email read email open email open read open email email email open email read write open read close write close read email read download download upload,2.512,2
user_117,aaf83b37-2043-422b-a36c-32e1f1e61dee,2025-01-01 13:03:00,14.52,34,2,12,5,0,0,0,14,3,2,1,0,close close close email email write download read open open email close email open download close close upload email close read open download email email open email upload upload upload write upload write close,2.6543,2
user_36,5ad51218-8880-4cc9-87bd-26f1d686eee8,2025-01-01 04:34:00,8.99,12,7,5,3,0,0,0,4,2,2,0,0,close open close open open read close email read download email upload,2.4591,2
user_41,b25c7aa5-767c-4c2a-8f93-289268c6c565,2025-01-01 06:45:00,17.08,32,1,6,2,0,0,0,6,2,2,0,0,write download email read download email download close open download write upload open open upload download close read read read read write upload upload close open read read download download read read,2.6347,2
user_62,eba639e5-655e-409d-ae62-1b52344d8292,2025-01-01 10:09:00,10.7,10,7,4,8,0,0,0,12,2,1,0,1,close email upload open read upload upload close close email,2.171,2
user_116,f97e652a-82d2-4a33-9dc3-98b93e64bd13,2025-01-01 12:32:00,23.47,45,7,22,6,0,0,0,11,2,4,1,0,download upload close close open upload write download close write upload upload close email upload open close close download read download read open write open download close email open download read download upload email write read download email close upload open close upload email email,2.7463,2
user_20,41118a77-c7ed-4027-814c-40a7a159db98,2025-01-01 13:42:00,9.17,16,7,7,4,0,0,0,12,1,1,2,1,open write download upload close download write open close email close download open read upload open,2.6556,2
user_89,1325fc55-cb78-4a08-b672-659655cd8d25,2025-01-01 19:05:00,19.78,21,6,9,3,1,0,0,9,1,0,1,1,read download close close read upload read write download download read upload open upload upload read write read download download email,2.5295,2
user_60,e7f87f48-ddb5-4632-80af-820d308de2ba,2025-01-01 13:10:00,16.17,35,1,10,6,0,0,0,17,3,0,1,0,upload write upload email close read upload open upload write read open read open open download write open email upload upload download read download email write email email write email open upload email open write,2.6373,2
user_22,fc9612f0-e355-4645-bf80-eb242e749da5,2025-01-01 21:59:00,12.06,16,5,4,6,0,0,0,6,3,1,0,0,read upload write email email read download open read download write write upload write open read,2.5,2
user_71,dcd30418-7ff9-4399-a204-8167a2f70699,2025-01-01 21:47:00,17.15,39,2,14,2,0,0,0,16,1,3,1,1,read close upload close write open close close open upload write email upload write close write read read read upload close read read close email open close close read close download download download write read open download read read,2.6175,2
user_130,9b2f46d6-eb92-47eb-b395-5f86e940ee22,2025-01-01 05:45:00,12.72,21,4,8,5,1,0,0,21,3,1,0,0,write download open upload write read close email write close email upload read close download write upload upload download email download,2.7014,2
user_35,ce2c66e7-7b8b-432e-8da6-4cdb85679a32,2025-01-01 12:01:00,20.09,47,1,19,3,0,0,0,7,2,2,1,0,email email write download upload close close open open open read read close read write open upload read upload close read write upload email write download download read email email open open write write read open open download close email download close upload write download close email,2.7945,2
